Winkelposition, Messreihe #5
Zeit ( s )	Winkelposition ( rad )
0,0000	-11,695
0,0200	-11,366
0,0400	-11,058
0,0600	-10,776
0,0800	-10,515
0,1000	-10,279
0,1200	-10,069
0,1400	-9,883
0,1600	-9,723
0,1800	-9,590
0,2000	-9,481
0,2200	-9,401
0,2400	-9,345
0,2600	-9,315
0,2800	-9,310
0,3000	-9,331
0,3200	-9,375
0,3400	-9,440
0,3600	-9,530
0,3800	-9,640
0,4000	-9,770
0,4200	-9,921
0,4400	-10,089
0,4600	-10,275
0,4800	-10,476
0,5000	-10,691
0,5200	-10,922
0,5400	-11,164
0,5600	-11,417
0,5800	-11,680
0,6000	-11,952
0,6200	-12,230
0,6400	-12,515
0,6600	-12,804
0,6800	-13,094
0,7000	-13,386
0,7200	-13,678
0,7400	-13,968
0,7600	-14,253
0,7800	-14,533
0,8000	-14,806
0,8200	-15,075
0,8400	-15,333
0,8600	-15,582
0,8800	-15,821
0,9000	-16,049
0,9200	-16,264
0,9400	-16,467
0,9600	-16,655
0,9800	-16,830
1,0000	-16,990
1,0200	-17,136
1,0400	-17,265
1,0600	-17,379
1,0800	-17,477
1,1000	-17,558
1,1200	-17,624
1,1400	-17,673
1,1600	-17,706
1,1800	-17,723
1,2000	-17,726
1,2200	-17,712
1,2400	-17,684
1,2600	-17,643
1,2800	-17,590
1,3000	-17,522
1,3200	-17,444
1,3400	-17,353
1,3600	-17,252
1,3800	-17,142
1,4000	-17,021
1,4200	-16,892
1,4400	-16,756
1,4600	-16,611
1,4800	-16,460
1,5000	-16,303
1,5200	-16,143
1,5400	-15,978
1,5600	-15,812
1,5800	-15,642
1,6000	-15,471
1,6200	-15,301
1,6400	-15,131
1,6600	-14,963
1,6800	-14,798
1,7000	-14,635
1,7200	-14,476
1,7400	-14,321
1,7600	-14,172
1,7800	-14,027
1,8000	-13,891
1,8200	-13,760
1,8400	-13,636
1,8600	-13,520
1,8800	-13,413
1,9000	-13,314
1,9200	-13,223
1,9400	-13,143
1,9600	-13,071
1,9800	-13,008
2,0000	-12,954
2,0200	-12,910
2,0400	-12,876
2,0600	-12,852
2,0800	-12,837
2,1000	-12,830
2,1200	-12,832
2,1400	-12,843
2,1600	-12,863
2,1800	-12,888
2,2000	-12,923
2,2200	-12,964
2,2400	-13,011
2,2600	-13,064
2,2800	-13,124
2,3000	-13,188
2,3200	-13,258
2,3400	-13,331
2,3600	-13,410
2,3800	-13,490
2,4000	-13,575
2,4200	-13,663
2,4400	-13,752
2,4600	-13,842
2,4800	-13,933
2,5000	-14,026
2,5200	-14,118
2,5400	-14,209
2,5600	-14,301
2,5800	-14,390
2,6000	-14,478
2,6200	-14,564
2,6400	-14,648
2,6600	-14,729
2,6800	-14,806
2,7000	-14,880
2,7200	-14,951
2,7400	-15,018
2,7600	-15,081
2,7800	-15,139
2,8000	-15,193
2,8200	-15,241
2,8400	-15,285
2,8600	-15,326
2,8800	-15,359
2,9000	-15,389
2,9200	-15,413
2,9400	-15,432
2,9600	-15,446
2,9800	-15,454
3,0000	-15,457
3,0200	-15,457
3,0400	-15,452
3,0600	-15,444
3,0800	-15,432
3,1000	-15,416
3,1200	-15,397
3,1400	-15,375
3,1600	-15,350
3,1800	-15,323
3,2000	-15,293
3,2200	-15,262
3,2400	-15,227
3,2600	-15,191
3,2800	-15,155
3,3000	-15,116
3,3200	-15,077
3,3400	-15,036
3,3600	-14,993
3,3800	-14,952
3,4000	-14,910
3,4200	-14,868
3,4400	-14,824
3,4600	-14,783
3,4800	-14,740
3,5000	-14,700
3,5200	-14,660
