Winkelposition, Messreihe #12
Zeit ( s )	Winkelposition ( rad )
0,0000	0,094
0,0200	0,179
0,0400	0,269
0,0600	0,366
0,0800	0,468
0,1000	0,575
0,1200	0,686
0,1400	0,803
0,1600	0,922
0,1800	1,043
0,2000	1,169
0,2200	1,294
0,2400	1,423
0,2600	1,550
0,2800	1,681
0,3000	1,808
0,3200	1,935
0,3400	2,061
0,3600	2,183
0,3800	2,304
0,4000	2,421
0,4200	2,534
0,4400	2,642
0,4600	2,744
0,4800	2,842
0,5000	2,933
0,5200	3,018
0,5400	3,094
0,5600	3,164
0,5800	3,225
0,6000	3,278
0,6200	3,322
0,6400	3,358
0,6600	3,385
0,6800	3,402
0,7000	3,410
0,7200	3,410
0,7400	3,401
0,7600	3,380
0,7800	3,354
0,8000	3,318
0,8200	3,274
0,8400	3,220
0,8600	3,160
0,8800	3,093
0,9000	3,016
0,9200	2,934
0,9400	2,845
0,9600	2,749
0,9800	2,648
1,0000	2,542
1,0200	2,430
1,0400	2,314
1,0600	2,194
1,0800	2,072
1,1000	1,946
1,1200	1,819
1,1400	1,692
1,1600	1,561
1,1800	1,433
1,2000	1,304
1,2200	1,177
1,2400	1,049
1,2600	0,925
1,2800	0,804
1,3000	0,686
1,3200	0,572
1,3400	0,463
1,3600	0,358
1,3800	0,259
1,4000	0,167
1,4200	0,080
1,4400	0,000
1,4600	-0,071
1,4800	-0,135
1,5000	-0,192
1,5200	-0,239
1,5400	-0,278
1,5600	-0,308
1,5800	-0,328
1,6000	-0,339
1,6200	-0,341
1,6400	-0,335
1,6600	-0,319
1,6800	-0,295
1,7000	-0,264
1,7200	-0,223
1,7400	-0,176
1,7600	-0,121
1,7800	-0,058
1,8000	0,013
1,8200	0,090
1,8400	0,174
1,8600	0,264
1,8800	0,361
1,9000	0,462
1,9200	0,570
1,9400	0,682
1,9600	0,796
1,9800	0,916
2,0000	1,038
2,0200	1,162
2,0400	1,290
2,0600	1,418
2,0800	1,546
2,1000	1,676
2,1200	1,803
2,1400	1,931
2,1600	2,056
2,1800	2,179
2,2000	2,300
2,2200	2,417
2,2400	2,529
2,2600	2,637
2,2800	2,741
2,3000	2,838
2,3200	2,930
2,3400	3,014
2,3600	3,091
2,3800	3,162
2,4000	3,223
2,4200	3,277
2,4400	3,321
2,4600	3,358
2,4800	3,385
2,5000	3,402
2,5200	3,410
2,5400	3,410
2,5600	3,401
2,5800	3,382
2,6000	3,355
2,6200	3,319
2,6400	3,275
2,6600	3,223
2,6800	3,164
2,7000	3,096
2,7200	3,021
2,7400	2,939
2,7600	2,851
2,7800	2,757
2,8000	2,656
2,8200	2,551
2,8400	2,441
2,8600	2,325
2,8800	2,207
2,9000	2,086
2,9200	1,962
2,9400	1,836
2,9600	1,709
2,9800	1,582
3,0000	1,453
3,0200	1,324
3,0400	1,199
3,0600	1,073
3,0800	0,949
3,1000	0,828
3,1200	0,712
3,1400	0,597
3,1600	0,489
3,1800	0,383
3,2000	0,284
3,2200	0,192
3,2400	0,105
3,2600	0,025
3,2800	-0,047
3,3000	-0,112
3,3200	-0,168
3,3400	-0,217
3,3600	-0,256
3,3800	-0,287
3,4000	-0,308
3,4200	-0,320
3,4400	-0,324
3,4600	-0,319
