Winkelposition, Messreihe #20
Zeit ( s )	Winkelposition ( rad )
0,0000	2,490
0,0200	2,507
0,0400	2,523
0,0600	2,535
0,0800	2,543
0,1000	2,548
0,1200	2,549
0,1400	2,549
0,1600	2,545
0,1800	2,538
0,2000	2,529
0,2200	2,518
0,2400	2,504
0,2600	2,487
0,2800	2,468
0,3000	2,447
0,3200	2,424
0,3400	2,399
0,3600	2,370
0,3800	2,340
0,4000	2,308
0,4200	2,275
0,4400	2,238
0,4600	2,199
0,4800	2,160
0,5000	2,117
0,5200	2,073
0,5400	2,029
0,5600	1,982
0,5800	1,934
0,6000	1,885
0,6200	1,835
0,6400	1,783
0,6600	1,731
0,6800	1,678
0,7000	1,624
0,7200	1,569
0,7400	1,514
0,7600	1,461
0,7800	1,406
0,8000	1,351
0,8200	1,297
0,8400	1,244
0,8600	1,191
0,8800	1,139
0,9000	1,089
0,9200	1,040
0,9400	0,993
0,9600	0,946
0,9800	0,902
1,0000	0,859
1,0200	0,818
1,0400	0,781
1,0600	0,746
1,0800	0,712
1,1000	0,682
1,1200	0,653
1,1400	0,628
1,1600	0,606
1,1800	0,587
1,2000	0,572
1,2200	0,559
1,2400	0,550
1,2600	0,545
1,2800	0,542
1,3000	0,542
1,3200	0,543
1,3400	0,550
1,3600	0,558
1,3800	0,567
1,4000	0,580
1,4200	0,595
1,4400	0,611
1,4600	0,631
1,4800	0,652
1,5000	0,675
1,5200	0,702
1,5400	0,729
1,5600	0,759
1,5800	0,792
1,6000	0,825
1,6200	0,861
1,6400	0,898
1,6600	0,939
1,6800	0,980
1,7000	1,023
1,7200	1,067
1,7400	1,114
1,7600	1,161
1,7800	1,210
1,8000	1,258
1,8200	1,310
1,8400	1,362
1,8600	1,414
1,8800	1,467
1,9000	1,519
1,9200	1,572
1,9400	1,626
1,9600	1,679
1,9800	1,731
2,0000	1,783
2,0200	1,835
2,0400	1,885
2,0600	1,934
2,0800	1,982
2,1000	2,029
2,1200	2,075
2,1400	2,119
2,1600	2,161
2,1800	2,204
2,2000	2,243
2,2200	2,281
2,2400	2,315
2,2600	2,350
2,2800	2,380
2,3000	2,410
2,3200	2,435
2,3400	2,457
2,3600	2,477
2,3800	2,494
2,4000	2,509
2,4200	2,520
2,4400	2,527
2,4600	2,532
2,4800	2,532
2,5000	2,532
2,5200	2,527
2,5400	2,520
2,5600	2,510
2,5800	2,498
2,6000	2,483
2,6200	2,468
2,6400	2,449
2,6600	2,427
2,6800	2,405
2,7000	2,380
2,7200	2,353
2,7400	2,325
2,7600	2,293
2,7800	2,262
2,8000	2,227
2,8200	2,191
2,8400	2,154
2,8600	2,116
2,8800	2,075
2,9000	2,033
2,9200	1,989
2,9400	1,943
2,9600	1,898
2,9800	1,850
3,0000	1,802
3,0200	1,753
3,0400	1,703
3,0600	1,652
3,0800	1,602
3,1000	1,550
3,1200	1,499
3,1400	1,447
3,1600	1,395
3,1800	1,345
3,2000	1,293
3,2200	1,243
3,2400	1,192
3,2600	1,144
3,2800	1,095
3,3000	1,048
3,3200	1,002
3,3400	0,958
3,3600	0,916
3,3800	0,875
3,4000	0,837
3,4200	0,800
3,4400	0,765
3,4600	0,734
3,4800	0,704
3,5000	0,677
3,5200	0,652
3,5400	0,630
3,5600	0,611
3,5800	0,595
3,6000	0,583
3,6200	0,573
3,6400	0,567
3,6600	0,564
3,6800	0,564
3,7000	0,565
3,7200	0,570
3,7400	0,576
3,7600	0,587
3,7800	0,598
3,8000	0,613
3,8200	0,628
3,8400	0,647
3,8600	0,669
3,8800	0,691
3,9000	0,716
3,9200	0,745
3,9400	0,773
3,9600	0,804
3,9800	0,839
4,0000	0,875
4,0200	0,911
4,0400	0,952
4,0600	0,993
4,0800	1,035
4,1000	1,079
4,1200	1,125
4,1400	1,173
4,1600	1,222
4,1800	1,271
4,2000	1,323
4,2200	1,374
4,2400	1,426
4,2600	1,480
4,2800	1,533
4,3000	1,587
4,3200	1,640
4,3400	1,693
4,3600	1,747
4,3800	1,799
4,4000	1,850
4,4200	1,901
4,4400	1,949
4,4600	1,998
4,4800	2,045
4,5000	2,091
4,5200	2,135
4,5400	2,177
4,5600	2,218
4,5800	2,259
4,6000	2,295
4,6200	2,331
4,6400	2,364
4,6600	2,394
4,6800	2,422
4,7000	2,447
4,7200	2,469
4,7400	2,488
4,7600	2,505
4,7800	2,518
4,8000	2,527
4,8200	2,534
4,8400	2,537
4,8600	2,537
4,8800	2,535
4,9000	2,529
4,9200	2,520
4,9400	2,510
4,9600	2,496
4,9800	2,480
5,0000	2,463
5,0200	2,443
5,0400	2,421
5,0600	2,397
5,0800	2,370
5,1000	2,342
5,1200	2,312
5,1400	2,281
5,1600	2,248
5,1800	2,212
5,2000	2,174
5,2200	2,135
5,2400	2,094
5,2600	2,051
5,2800	2,009
5,3000	1,963
5,3200	1,916
5,3400	1,869
5,3600	1,821
5,3800	1,770
5,4000	1,720
5,4200	1,670
5,4400	1,618
5,4600	1,566
5,4800	1,514
5,5000	1,462
5,5200	1,411
5,5400	1,359
5,5600	1,307
5,5800	1,255
5,6000	1,205
5,6200	1,156
5,6400	1,107
5,6600	1,059
5,6800	1,013
5,7000	0,969
5,7200	0,925
5,7400	0,884
5,7600	0,845
5,7800	0,807
5,8000	0,773
5,8200	0,740
5,8400	0,710
5,8600	0,682
5,8800	0,657
5,9000	0,635
5,9200	0,616
5,9400	0,600
5,9600	0,587
5,9800	0,576
6,0000	0,570
6,0200	0,567
6,0400	0,565
6,0600	0,569
6,0800	0,572
6,1000	0,580
6,1200	0,589
6,1400	0,600
6,1600	0,614
6,1800	0,631
6,2000	0,649
6,2200	0,669
6,2400	0,693
6,2600	0,716
6,2800	0,745
6,3000	0,773
6,3200	0,804
6,3400	0,836
6,3600	0,872
6,3800	0,908
6,4000	0,947
6,4200	0,988
6,4400	1,029
6,4600	1,073
6,4800	1,118
6,5000	1,166
6,5200	1,213
6,5400	1,261
6,5600	1,312
6,5800	1,363
6,6000	1,415
6,6200	1,467
6,6400	1,521
6,6600	1,574
6,6800	1,627
6,7000	1,679
6,7200	1,733
6,7400	1,783
6,7600	1,835
6,7800	1,885
6,8000	1,934
6,8200	1,982
6,8400	2,029
6,8600	2,075
6,8800	2,119
6,9000	2,161
6,9200	2,204
6,9400	2,243
6,9600	2,281
6,9800	2,317
7,0000	2,350
7,0200	2,381
7,0400	2,410
7,0600	2,436
7,0800	2,460
7,1000	2,479
7,1200	2,496
7,1400	2,510
7,1600	2,521
7,1800	2,529
7,2000	2,532
7,2200	2,534
7,2400	2,532
7,2600	2,527
7,2800	2,520
7,3000	2,510
7,3200	2,496
