Winkelposition, Messreihe #21
Zeit ( s )	Winkelposition ( rad )
0,0000	2,461
0,0200	2,443
0,0400	2,424
0,0600	2,403
0,0800	2,380
0,1000	2,356
0,1200	2,329
0,1400	2,303
0,1600	2,273
0,1800	2,243
0,2000	2,212
0,2200	2,179
0,2400	2,143
0,2600	2,106
0,2800	2,069
0,3000	2,031
0,3200	1,990
0,3400	1,949
0,3600	1,907
0,3800	1,863
0,4000	1,819
0,4200	1,775
0,4400	1,729
0,4600	1,682
0,4800	1,637
0,5000	1,590
0,5200	1,544
0,5400	1,497
0,5600	1,450
0,5800	1,404
0,6000	1,357
0,6200	1,312
0,6400	1,268
0,6600	1,224
0,6800	1,181
0,7000	1,140
0,7200	1,100
0,7400	1,060
0,7600	1,023
0,7800	0,988
0,8000	0,953
0,8200	0,920
0,8400	0,891
0,8600	0,864
0,8800	0,837
0,9000	0,814
0,9200	0,793
0,9400	0,774
0,9600	0,757
0,9800	0,745
1,0000	0,734
1,0200	0,726
1,0400	0,719
1,0600	0,716
1,0800	0,716
1,1000	0,718
1,1200	0,723
1,1400	0,729
1,1600	0,737
1,1800	0,746
1,2000	0,759
1,2200	0,771
1,2400	0,787
1,2600	0,804
1,2800	0,823
1,3000	0,844
1,3200	0,866
1,3400	0,891
1,3600	0,916
1,3800	0,942
1,4000	0,972
1,4200	1,002
1,4400	1,035
1,4600	1,070
1,4800	1,104
1,5000	1,142
1,5200	1,181
1,5400	1,221
1,5600	1,261
1,5800	1,305
1,6000	1,348
1,6200	1,393
1,6400	1,439
1,6600	1,486
1,6800	1,533
1,7000	1,580
1,7200	1,629
1,7400	1,676
1,7600	1,725
1,7800	1,773
1,8000	1,821
1,8200	1,868
1,8400	1,915
1,8600	1,959
1,8800	2,004
1,9000	2,048
1,9200	2,091
1,9400	2,133
1,9600	2,174
1,9800	2,213
2,0000	2,251
2,0200	2,287
2,0400	2,322
2,0600	2,355
2,0800	2,386
2,1000	2,416
2,1200	2,443
2,1400	2,466
2,1600	2,490
2,1800	2,509
2,2000	2,526
2,2200	2,542
2,2400	2,553
2,2600	2,562
2,2800	2,567
2,3000	2,570
2,3200	2,570
2,3400	2,568
2,3600	2,564
2,3800	2,556
2,4000	2,546
2,4200	2,535
2,4400	2,523
2,4600	2,507
2,4800	2,490
2,5000	2,472
2,5200	2,452
2,5400	2,430
2,5600	2,406
2,5800	2,383
2,6000	2,356
2,6200	2,329
2,6400	2,300
2,6600	2,268
2,6800	2,237
2,7000	2,202
2,7200	2,168
2,7400	2,130
2,7600	2,092
2,7800	2,051
2,8000	2,011
2,8200	1,970
2,8400	1,926
2,8600	1,882
2,8800	1,836
2,9000	1,791
2,9200	1,744
2,9400	1,698
2,9600	1,649
2,9800	1,602
3,0000	1,555
3,0200	1,508
3,0400	1,459
3,0600	1,412
3,0800	1,365
3,1000	1,318
3,1200	1,272
3,1400	1,228
3,1600	1,184
3,1800	1,142
3,2000	1,100
3,2200	1,060
3,2400	1,021
3,2600	0,985
3,2800	0,950
3,3000	0,917
3,3200	0,886
3,3400	0,858
3,3600	0,829
3,3800	0,806
3,4000	0,784
3,4200	0,765
3,4400	0,748
3,4600	0,734
3,4800	0,723
3,5000	0,713
3,5200	0,707
3,5400	0,704
3,5600	0,704
3,5800	0,705
3,6000	0,710
3,6200	0,716
3,6400	0,724
3,6600	0,734
3,6800	0,746
3,7000	0,759
3,7200	0,776
3,7400	0,793
3,7600	0,812
3,7800	0,834
3,8000	0,856
3,8200	0,881
3,8400	0,908
3,8600	0,936
3,8800	0,966
3,9000	0,997
3,9200	1,030
3,9400	1,067
3,9600	1,103
3,9800	1,140
4,0000	1,180
4,0200	1,221
4,0400	1,263
4,0600	1,305
4,0800	1,351
4,1000	1,396
4,1200	1,442
4,1400	1,489
4,1600	1,538
4,1800	1,585
4,2000	1,634
4,2200	1,682
4,2400	1,731
4,2600	1,780
4,2800	1,827
4,3000	1,874
4,3200	1,921
4,3400	1,967
4,3600	2,011
4,3800	2,055
4,4000	2,097
4,4200	2,138
4,4400	2,179
4,4600	2,216
4,4800	2,253
4,5000	2,289
4,5200	2,323
4,5400	2,355
4,5600	2,384
4,5800	2,413
4,6000	2,439
4,6200	2,463
4,6400	2,485
4,6600	2,504
4,6800	2,520
4,7000	2,534
4,7200	2,545
4,7400	2,553
4,7600	2,559
4,7800	2,560
4,8000	2,562
4,8200	2,559
4,8400	2,554
4,8600	2,548
4,8800	2,538
4,9000	2,527
4,9200	2,513
4,9400	2,499
4,9600	2,482
4,9800	2,465
5,0000	2,444
5,0200	2,424
5,0400	2,400
5,0600	2,377
5,0800	2,350
5,1000	2,323
5,1200	2,295
5,1400	2,265
5,1600	2,234
5,1800	2,201
5,2000	2,166
5,2200	2,130
5,2400	2,094
5,2600	2,056
5,2800	2,017
5,3000	1,976
5,3200	1,935
5,3400	1,893
5,3600	1,849
5,3800	1,805
5,4000	1,759
5,4200	1,714
5,4400	1,668
5,4600	1,621
5,4800	1,574
5,5000	1,527
5,5200	1,481
5,5400	1,434
5,5600	1,387
5,5800	1,341
5,6000	1,296
5,6200	1,250
5,6400	1,208
5,6600	1,164
5,6800	1,123
5,7000	1,082
5,7200	1,043
5,7400	1,007
5,7600	0,971
5,7800	0,938
5,8000	0,905
5,8200	0,875
5,8400	0,848
5,8600	0,823
5,8800	0,800
5,9000	0,779
5,9200	0,762
5,9400	0,746
5,9600	0,734
5,9800	0,723
6,0000	0,716
6,0200	0,712
6,0400	0,710
6,0600	0,710
6,0800	0,713
6,1000	0,719
6,1200	0,726
6,1400	0,735
6,1600	0,746
6,1800	0,759
6,2000	0,774
6,2200	0,792
6,2400	0,811
6,2600	0,831
6,2800	0,853
6,3000	0,878
6,3200	0,905
6,3400	0,933
6,3600	0,961
6,3800	0,993
6,4000	1,026
6,4200	1,060
6,4400	1,096
6,4600	1,134
6,4800	1,173
6,5000	1,214
6,5200	1,255
6,5400	1,299
6,5600	1,343
6,5800	1,389
6,6000	1,434
6,6200	1,481
6,6400	1,528
6,6600	1,577
6,6800	1,624
6,7000	1,674
6,7200	1,723
6,7400	1,770
6,7600	1,819
6,7800	1,866
6,8000	1,913
6,8200	1,959
