Winkelposition, Messreihe #15
Zeit ( s )	Winkelposition ( rad )
0,0000	3,492
0,0200	3,574
0,0400	3,647
0,0600	3,717
0,0800	3,778
0,1000	3,833
0,1200	3,880
0,1400	3,919
0,1600	3,951
0,1800	3,974
0,2000	3,988
0,2200	3,995
0,2400	3,995
0,2600	3,985
0,2800	3,968
0,3000	3,943
0,3200	3,911
0,3400	3,872
0,3600	3,826
0,3800	3,771
0,4000	3,713
0,4200	3,646
0,4400	3,574
0,4600	3,493
0,4800	3,409
0,5000	3,319
0,5200	3,225
0,5400	3,124
0,5600	3,021
0,5800	2,914
0,6000	2,804
0,6200	2,691
0,6400	2,575
0,6600	2,458
0,6800	2,339
0,7000	2,220
0,7200	2,102
0,7400	1,982
0,7600	1,865
0,7800	1,747
0,8000	1,632
0,8200	1,521
0,8400	1,411
0,8600	1,304
0,8800	1,202
0,9000	1,104
0,9200	1,010
0,9400	0,922
0,9600	0,840
0,9800	0,763
1,0000	0,693
1,0200	0,630
1,0400	0,573
1,0600	0,523
1,0800	0,482
1,1000	0,448
1,1200	0,423
1,1400	0,404
1,1600	0,394
1,1800	0,393
1,2000	0,397
1,2200	0,412
1,2400	0,432
1,2600	0,460
1,2800	0,495
1,3000	0,537
1,3200	0,586
1,3400	0,641
1,3600	0,704
1,3800	0,771
1,4000	0,845
1,4200	0,925
1,4400	1,010
1,4600	1,101
1,4800	1,195
1,5000	1,296
1,5200	1,398
1,5400	1,505
1,5600	1,615
1,5800	1,728
1,6000	1,843
1,6200	1,959
1,6400	2,077
1,6600	2,194
1,6800	2,312
1,7000	2,430
1,7200	2,546
1,7400	2,663
1,7600	2,777
1,7800	2,889
1,8000	2,997
1,8200	3,102
1,8400	3,204
1,8600	3,302
1,8800	3,394
1,9000	3,482
1,9200	3,564
1,9400	3,640
1,9600	3,709
1,9800	3,771
2,0000	3,826
2,0200	3,875
2,0400	3,914
2,0600	3,947
2,0800	3,971
2,1000	3,988
2,1200	3,996
2,1400	3,996
2,1600	3,987
2,1800	3,971
2,2000	3,947
2,2200	3,916
2,2400	3,878
2,2600	3,833
2,2800	3,779
2,3000	3,720
2,3200	3,655
2,3400	3,581
2,3600	3,503
2,3800	3,420
2,4000	3,330
2,4200	3,236
2,4400	3,137
2,4600	3,033
2,4800	2,926
2,5000	2,816
2,5200	2,703
2,5400	2,589
2,5600	2,472
2,5800	2,356
2,6000	2,237
2,6200	2,117
2,6400	2,000
2,6600	1,882
2,6800	1,766
2,7000	1,651
2,7200	1,538
2,7400	1,428
2,7600	1,323
2,7800	1,221
2,8000	1,122
2,8200	1,029
2,8400	0,939
2,8600	0,856
2,8800	0,779
2,9000	0,708
2,9200	0,644
2,9400	0,587
2,9600	0,537
2,9800	0,495
3,0000	0,460
3,0200	0,432
3,0400	0,415
3,0600	0,404
3,0800	0,401
3,1000	0,405
3,1200	0,418
3,1400	0,437
3,1600	0,465
3,1800	0,498
3,2000	0,539
3,2200	0,586
3,2400	0,641
3,2600	0,701
3,2800	0,768
3,3000	0,842
3,3200	0,920
3,3400	1,004
3,3600	1,093
3,3800	1,188
3,4000	1,286
3,4200	1,389
3,4400	1,495
3,4600	1,604
3,4800	1,715
3,5000	1,830
3,5200	1,945
3,5400	2,062
3,5600	2,179
3,5800	2,297
3,6000	2,414
3,6200	2,531
3,6400	2,647
3,6600	2,760
3,6800	2,871
3,7000	2,980
3,7200	3,087
3,7400	3,187
3,7600	3,286
3,7800	3,379
3,8000	3,467
3,8200	3,550
3,8400	3,625
3,8600	3,696
3,8800	3,759
3,9000	3,815
3,9200	3,864
3,9400	3,905
3,9600	3,938
3,9800	3,963
4,0000	3,980
4,0200	3,990
4,0400	3,990
4,0600	3,982
4,0800	3,966
4,1000	3,944
4,1200	3,914
4,1400	3,877
4,1600	3,833
4,1800	3,781
4,2000	3,721
4,2200	3,657
4,2400	3,586
4,2600	3,508
4,2800	3,424
4,3000	3,336
4,3200	3,242
4,3400	3,143
4,3600	3,041
4,3800	2,934
4,4000	2,826
4,4200	2,713
4,4400	2,598
4,4600	2,482
4,4800	2,364
4,5000	2,246
4,5200	2,127
4,5400	2,009
4,5600	1,891
4,5800	1,773
4,6000	1,660
4,6200	1,547
4,6400	1,437
4,6600	1,332
4,6800	1,228
4,7000	1,131
4,7200	1,037
4,7400	0,947
4,7600	0,864
4,7800	0,787
4,8000	0,715
4,8200	0,650
4,8400	0,592
4,8600	0,542
4,8800	0,498
4,9000	0,463
4,9200	0,435
4,9400	0,416
4,9600	0,404
4,9800	0,401
5,0000	0,404
5,0200	0,416
5,0400	0,435
5,0600	0,462
5,0800	0,495
5,1000	0,536
5,1200	0,583
5,1400	0,636
5,1600	0,696
5,1800	0,762
5,2000	0,834
5,2200	0,913
5,2400	0,996
5,2600	1,085
5,2800	1,178
5,3000	1,277
5,3200	1,378
5,3400	1,484
5,3600	1,593
5,3800	1,704
5,4000	1,817
5,4200	1,932
5,4400	2,050
5,4600	2,166
5,4800	2,284
5,5000	2,402
5,5200	2,518
5,5400	2,633
5,5600	2,746
5,5800	2,857
5,6000	2,966
5,6200	3,072
5,6400	3,173
5,6600	3,272
5,6800	3,365
5,7000	3,453
5,7200	3,534
5,7400	3,611
5,7600	3,682
5,7800	3,745
5,8000	3,801
5,8200	3,852
5,8400	3,892
5,8600	3,927
5,8800	3,952
5,9000	3,971
5,9200	3,979
5,9400	3,980
5,9600	3,974
5,9800	3,960
6,0000	3,938
6,0200	3,908
6,0400	3,870
6,0600	3,826
6,0800	3,776
6,1000	3,718
6,1200	3,654
6,1400	3,583
6,1600	3,508
6,1800	3,426
6,2000	3,338
6,2200	3,245
6,2400	3,149
6,2600	3,047
6,2800	2,944
6,3000	2,835
6,3200	2,725
6,3400	2,614
6,3600	2,499
6,3800	2,383
6,4000	2,268
6,4200	2,150
6,4400	2,034
6,4600	1,918
6,4800	1,803
6,5000	1,690
6,5200	1,579
6,5400	1,470
6,5600	1,365
6,5800	1,263
6,6000	1,166
6,6200	1,071
6,6400	0,983
6,6600	0,900
6,6800	0,822
6,7000	0,749
6,7200	0,683
6,7400	0,625
6,7600	0,573
6,7800	0,529
6,8000	0,492
6,8200	0,463
6,8400	0,441
6,8600	0,429
6,8800	0,423
6,9000	0,424
6,9200	0,435
6,9400	0,452
6,9600	0,476
6,9800	0,506
7,0000	0,543
7,0200	0,589
7,0400	0,639
7,0600	0,697
7,0800	0,760
7,1000	0,831
7,1200	0,905
7,1400	0,986
7,1600	1,071
7,1800	1,162
7,2000	1,257
7,2200	1,357
7,2400	1,459
7,2600	1,565
7,2800	1,673
7,3000	1,784
7,3200	1,898
7,3400	2,011
7,3600	2,125
7,3800	2,242
7,4000	2,356
7,4200	2,471
7,4400	2,584
7,4600	2,697
7,4800	2,807
7,5000	2,915
7,5200	3,021
7,5400	3,123
7,5600	3,220
7,5800	3,314
7,6000	3,404
7,6200	3,487
7,6400	3,564
7,6600	3,636
7,6800	3,702
7,7000	3,760
7,7200	3,812
7,7400	3,856
7,7600	3,892
7,7800	3,921
7,8000	3,943
7,8200	3,954
7,8400	3,958
7,8600	3,957
7,8800	3,944
7,9000	3,925
7,9200	3,900
7,9400	3,866
7,9600	3,826
7,9800	3,778
8,0000	3,724
8,0200	3,665
8,0400	3,597
8,0600	3,523
8,0800	3,445
8,1000	3,360
8,1200	3,269
8,1400	3,175
8,1600	3,076
8,1800	2,972
8,2000	2,867
8,2200	2,758
8,2400	2,645
8,2600	2,532
8,2800	2,417
8,3000	2,301
8,3200	2,185
8,3400	2,069
8,3600	1,953
8,3800	1,836
8,4000	1,723
8,4200	1,612
8,4400	1,502
8,4600	1,395
8,4800	1,293
8,5000	1,194
8,5200	1,100
8,5400	1,008
8,5600	0,924
8,5800	0,844
8,6000	0,770
8,6200	0,704
8,6400	0,642
8,6600	0,589
8,6800	0,542
8,7000	0,503
8,7200	0,471
8,7400	0,448
8,7600	0,434
8,7800	0,426
8,8000	0,426
8,8200	0,434
8,8400	0,448
8,8600	0,471
8,8800	0,500
8,9000	0,536
8,9200	0,578
8,9400	0,628
8,9600	0,685
8,9800	0,746
9,0000	0,815
9,0200	0,891
9,0400	0,969
9,0600	1,056
9,0800	1,145
9,1000	1,239
9,1200	1,338
9,1400	1,440
9,1600	1,547
9,1800	1,657
9,2000	1,767
9,2200	1,882
9,2400	1,996
9,2600	2,113
9,2800	2,229
9,3000	2,345
9,3200	2,461
9,3400	2,576
9,3600	2,689
9,3800	2,802
9,4000	2,911
9,4200	3,018
9,4400	3,121
9,4600	3,220
9,4800	3,314
9,5000	3,405
9,5200	3,489
9,5400	3,569
9,5600	3,641
9,5800	3,707
9,6000	3,767
9,6200	3,819
9,6400	3,864
9,6600	3,902
9,6800	3,930
9,7000	3,952
9,7200	3,965
9,7400	3,969
9,7600	3,966
9,7800	3,955
9,8000	3,936
9,8200	3,911
9,8400	3,877
9,8600	3,837
9,8800	3,789
9,9000	3,734
9,9200	3,674
9,9400	3,607
9,9600	3,533
9,9800	3,453
10,0000	3,368
10,0200	3,277
10,0400	3,182
10,0600	3,083
10,0800	2,980
10,1000	2,873
10,1200	2,765
10,1400	2,652
10,1600	2,538
10,1800	2,424
10,2000	2,308
10,2200	2,190
10,2400	2,073
10,2600	1,957
10,2800	1,843
10,3000	1,728
10,3200	1,616
10,3400	1,506
10,3600	1,400
10,3800	1,296
10,4000	1,197
10,4200	1,101
10,4400	1,012
10,4600	0,925
10,4800	0,845
10,5000	0,771
10,5200	0,704
10,5400	0,642
10,5600	0,589
10,5800	0,542
10,6000	0,503
10,6200	0,470
10,6400	0,446
10,6600	0,430
10,6800	0,423
10,7000	0,421
10,7200	0,429
10,7400	0,443
10,7600	0,465
10,7800	0,495
10,8000	0,529
10,8200	0,572
10,8400	0,622
10,8600	0,677
10,8800	0,738
10,9000	0,807
10,9200	0,881
10,9400	0,960
10,9600	1,045
10,9800	1,134
11,0000	1,228
11,0200	1,327
11,0400	1,428
11,0600	1,535
11,0800	1,641
11,1000	1,753
11,1200	1,866
11,1400	1,979
11,1600	2,094
11,1800	2,210
11,2000	2,326
11,2200	2,441
11,2400	2,556
11,2600	2,669
11,2800	2,780
11,3000	2,889
11,3200	2,996
11,3400	3,098
11,3600	3,197
11,3800	3,292
11,4000	3,382
11,4200	3,468
11,4400	3,547
11,4600	3,621
11,4800	3,688
11,5000	3,749
11,5200	3,803
11,5400	3,848
11,5600	3,886
11,5800	3,918
11,6000	3,940
11,6200	3,954
11,6400	3,960
11,6600	3,960
11,6800	3,951
11,7000	3,933
11,7200	3,908
11,7400	3,877
11,7600	3,837
11,7800	3,790
11,8000	3,738
11,8200	3,679
11,8400	3,613
11,8600	3,541
11,8800	3,462
11,9000	3,379
11,9200	3,289
11,9400	3,195
11,9600	3,098
11,9800	2,996
12,0000	2,890
12,0200	2,783
12,0400	2,672
12,0600	2,559
12,0800	2,446
12,1000	2,329
12,1200	2,213
12,1400	2,097
12,1600	1,981
12,1800	1,866
12,2000	1,753
12,2200	1,641
12,2400	1,532
12,2600	1,425
12,2800	1,321
12,3000	1,221
12,3200	1,125
12,3400	1,034
12,3600	0,947
12,3800	0,867
12,4000	0,792
12,4200	0,723
12,4400	0,660
12,4600	0,605
12,4800	0,556
12,5000	0,515
12,5200	0,482
12,5400	0,456
12,5600	0,438
12,5800	0,429
12,6000	0,427
12,6200	0,432
12,6400	0,445
12,6600	0,465
12,6800	0,492
12,7000	0,526
12,7200	0,567
12,7400	0,614
12,7600	0,668
12,7800	0,729
12,8000	0,795
12,8200	0,867
12,8400	0,946
12,8600	1,029
12,8800	1,117
12,9000	1,210
12,9200	1,307
