Winkelposition, Messreihe #14
Zeit ( s )	Winkelposition ( rad )
0,0000	3,792
0,0200	3,765
0,0400	3,732
0,0600	3,691
0,0800	3,641
0,1000	3,586
0,1200	3,523
0,1400	3,454
0,1600	3,379
0,1800	3,296
0,2000	3,209
0,2200	3,115
0,2400	3,018
0,2600	2,914
0,2800	2,807
0,3000	2,697
0,3200	2,584
0,3400	2,466
0,3600	2,348
0,3800	2,229
0,4000	2,108
0,4200	1,987
0,4400	1,865
0,4600	1,744
0,4800	1,624
0,5000	1,506
0,5200	1,390
0,5400	1,277
0,5600	1,167
0,5800	1,062
0,6000	0,960
0,6200	0,862
0,6400	0,770
0,6600	0,683
0,6800	0,603
0,7000	0,528
0,7200	0,460
0,7400	0,401
0,7600	0,347
0,7800	0,303
0,8000	0,265
0,8200	0,236
0,8400	0,215
0,8600	0,203
0,8800	0,199
0,9000	0,203
0,9200	0,215
0,9400	0,234
0,9600	0,262
0,9800	0,297
1,0000	0,338
1,0200	0,386
1,0400	0,441
1,0600	0,504
1,0800	0,572
1,1000	0,647
1,1200	0,727
1,1400	0,814
1,1600	0,906
1,1800	1,002
1,2000	1,104
1,2200	1,210
1,2400	1,318
1,2600	1,429
1,2800	1,546
1,3000	1,662
1,3200	1,781
1,3400	1,901
1,3600	2,022
1,3800	2,143
1,4000	2,262
1,4200	2,383
1,4400	2,499
1,4600	2,615
1,4800	2,730
1,5000	2,840
1,5200	2,948
1,5400	3,050
1,5600	3,149
1,5800	3,244
1,6000	3,332
1,6200	3,413
1,6400	3,489
1,6600	3,558
1,6800	3,619
1,7000	3,674
1,7200	3,720
1,7400	3,757
1,7600	3,789
1,7800	3,809
1,8000	3,822
1,8200	3,826
1,8400	3,823
1,8600	3,811
1,8800	3,790
1,9000	3,764
1,9200	3,728
1,9400	3,685
1,9600	3,635
1,9800	3,578
2,0000	3,514
2,0200	3,443
2,0400	3,366
2,0600	3,283
2,0800	3,193
2,1000	3,101
2,1200	3,000
2,1400	2,898
2,1600	2,791
2,1800	2,680
2,2000	2,567
2,2200	2,450
2,2400	2,333
2,2600	2,213
2,2800	2,092
2,3000	1,971
2,3200	1,850
2,3400	1,731
2,3600	1,612
2,3800	1,494
2,4000	1,379
2,4200	1,266
2,4400	1,158
2,4600	1,052
2,4800	0,950
2,5000	0,855
2,5200	0,763
2,5400	0,677
2,5600	0,597
2,5800	0,523
2,6000	0,457
2,6200	0,397
2,6400	0,346
2,6600	0,302
2,6800	0,265
2,7000	0,237
2,7200	0,217
2,7400	0,206
2,7600	0,203
2,7800	0,207
2,8000	0,221
2,8200	0,242
2,8400	0,269
2,8600	0,305
2,8800	0,347
2,9000	0,396
2,9200	0,452
2,9400	0,514
2,9600	0,584
2,9800	0,660
3,0000	0,741
3,0200	0,828
3,0400	0,920
3,0600	1,018
3,0800	1,118
3,1000	1,225
3,1200	1,334
3,1400	1,447
3,1600	1,561
3,1800	1,679
3,2000	1,797
3,2200	1,918
3,2400	2,037
3,2600	2,158
3,2800	2,279
3,3000	2,399
3,3200	2,516
3,3400	2,631
3,3600	2,746
3,3800	2,856
3,4000	2,963
3,4200	3,065
3,4400	3,164
3,4600	3,256
3,4800	3,343
3,5000	3,424
3,5200	3,500
3,5400	3,567
3,5600	3,629
3,5800	3,684
3,6000	3,728
3,6200	3,767
3,6400	3,795
3,6600	3,817
3,6800	3,830
3,7000	3,833
3,7200	3,830
3,7400	3,817
3,7600	3,797
3,7800	3,768
3,8000	3,732
3,8200	3,688
3,8400	3,638
3,8600	3,580
3,8800	3,515
3,9000	3,443
3,9200	3,365
3,9400	3,281
3,9600	3,192
3,9800	3,096
4,0000	2,996
4,0200	2,892
4,0400	2,782
4,0600	2,670
4,0800	2,556
4,1000	2,438
4,1200	2,318
4,1400	2,198
4,1600	2,077
4,1800	1,954
4,2000	1,832
4,2200	1,711
4,2400	1,591
4,2600	1,473
4,2800	1,357
4,3000	1,244
4,3200	1,134
4,3400	1,029
4,3600	0,927
4,3800	0,831
4,4000	0,740
4,4200	0,653
4,4400	0,573
4,4600	0,501
4,4800	0,435
4,5000	0,377
4,5200	0,325
4,5400	0,283
4,5600	0,247
4,5800	0,220
4,6000	0,203
4,6200	0,192
4,6400	0,190
4,6600	0,196
4,6800	0,210
4,7000	0,232
4,7200	0,261
4,7400	0,297
4,7600	0,341
4,7800	0,391
4,8000	0,449
4,8200	0,514
4,8400	0,584
4,8600	0,661
4,8800	0,745
4,9000	0,833
4,9200	0,927
4,9400	1,026
4,9600	1,129
4,9800	1,236
5,0000	1,346
5,0200	1,461
5,0400	1,577
5,0600	1,695
5,0800	1,814
5,1000	1,935
5,1200	2,056
5,1400	2,179
5,1600	2,300
5,1800	2,419
5,2000	2,537
5,2200	2,653
5,2400	2,768
5,2600	2,878
5,2800	2,985
5,3000	3,087
5,3200	3,184
5,3400	3,277
5,3600	3,365
5,3800	3,445
5,4000	3,519
5,4200	3,585
5,4400	3,646
5,4600	3,698
5,4800	3,742
5,5000	3,778
5,5200	3,804
5,5400	3,823
5,5600	3,834
5,5800	3,836
5,6000	3,830
5,6200	3,815
5,6400	3,793
5,6600	3,762
5,6800	3,724
5,7000	3,679
5,7200	3,627
5,7400	3,567
5,7600	3,500
5,7800	3,426
5,8000	3,347
5,8200	3,261
5,8400	3,170
5,8600	3,072
5,8800	2,970
5,9000	2,865
5,9200	2,755
5,9400	2,642
5,9600	2,527
5,9800	2,410
6,0000	2,289
6,0200	2,169
6,0400	2,047
6,0600	1,924
6,0800	1,802
6,1000	1,681
6,1200	1,561
6,1400	1,444
6,1600	1,329
6,1800	1,217
6,2000	1,107
6,2200	1,004
6,2400	0,903
6,2600	0,807
6,2800	0,718
6,3000	0,635
6,3200	0,556
6,3400	0,485
6,3600	0,421
6,3800	0,364
6,4000	0,314
6,4200	0,273
6,4400	0,240
6,4600	0,215
6,4800	0,198
6,5000	0,190
6,5200	0,190
6,5400	0,198
6,5600	0,215
6,5800	0,239
6,6000	0,269
6,6200	0,306
6,6400	0,352
6,6600	0,405
6,6800	0,463
6,7000	0,529
6,7200	0,602
6,7400	0,680
6,7600	0,765
6,7800	0,855
6,8000	0,949
6,8200	1,049
6,8400	1,153
6,8600	1,260
6,8800	1,373
6,9000	1,486
6,9200	1,604
6,9400	1,722
6,9600	1,843
6,9800	1,963
7,0000	2,084
7,0200	2,205
7,0400	2,326
7,0600	2,446
7,0800	2,564
7,1000	2,680
7,1200	2,791
7,1400	2,901
7,1600	3,007
7,1800	3,109
7,2000	3,206
7,2200	3,297
7,2400	3,382
7,2600	3,462
7,2800	3,534
7,3000	3,600
7,3200	3,658
7,3400	3,709
7,3600	3,753
7,3800	3,786
7,4000	3,814
7,4200	3,831
7,4400	3,841
7,4600	3,841
7,4800	3,834
7,5000	3,817
7,5200	3,793
7,5400	3,762
7,5600	3,723
7,5800	3,677
7,6000	3,624
7,6200	3,563
7,6400	3,495
7,6600	3,421
7,6800	3,340
7,7000	3,253
7,7200	3,160
7,7400	3,063
7,7600	2,961
7,7800	2,854
7,8000	2,744
7,8200	2,631
7,8400	2,515
7,8600	2,395
7,8800	2,276
7,9000	2,155
7,9200	2,031
7,9400	1,909
7,9600	1,788
7,9800	1,665
8,0000	1,546
8,0200	1,428
8,0400	1,313
8,0600	1,202
8,0800	1,092
8,1000	0,988
8,1200	0,888
8,1400	0,793
8,1600	0,704
8,1800	0,619
8,2000	0,542
8,2200	0,471
8,2400	0,408
8,2600	0,352
8,2800	0,303
8,3000	0,264
8,3200	0,231
8,3400	0,207
8,3600	0,192
8,3800	0,184
8,4000	0,185
8,4200	0,195
8,4400	0,212
8,4600	0,236
8,4800	0,269
8,5000	0,308
8,5200	0,353
8,5400	0,408
8,5600	0,468
8,5800	0,536
8,6000	0,608
8,6200	0,688
8,6400	0,774
8,6600	0,864
8,6800	0,961
8,7000	1,062
8,7200	1,166
8,7400	1,275
8,7600	1,387
8,7800	1,503
8,8000	1,621
8,8200	1,740
8,8400	1,861
8,8600	1,982
8,8800	2,105
8,9000	2,226
8,9200	2,348
8,9400	2,468
8,9600	2,586
8,9800	2,700
9,0000	2,813
9,0200	2,923
9,0400	3,028
9,0600	3,131
9,0800	3,226
9,1000	3,316
9,1200	3,401
9,1400	3,479
9,1600	3,550
9,1800	3,614
9,2000	3,671
9,2200	3,721
9,2400	3,760
9,2600	3,793
9,2800	3,817
9,3000	3,833
9,3200	3,841
9,3400	3,839
9,3600	3,830
9,3800	3,811
9,4000	3,786
9,4200	3,753
9,4400	3,712
9,4600	3,663
9,4800	3,608
9,5000	3,545
9,5200	3,476
9,5400	3,399
9,5600	3,318
9,5800	3,230
9,6000	3,135
9,6200	3,036
9,6400	2,934
9,6600	2,826
9,6800	2,716
9,7000	2,601
9,7200	2,483
9,7400	2,366
9,7600	2,245
9,7800	2,124
9,8000	2,001
9,8200	1,879
9,8400	1,756
9,8600	1,635
9,8800	1,516
9,9000	1,400
9,9200	1,285
9,9400	1,175
9,9600	1,067
9,9800	0,964
10,0000	0,866
10,0200	0,771
10,0400	0,683
10,0600	0,602
10,0800	0,526
10,1000	0,457
10,1200	0,396
10,1400	0,341
10,1600	0,295
10,1800	0,258
10,2000	0,226
10,2200	0,204
10,2400	0,192
10,2600	0,187
10,2800	0,188
10,3000	0,199
10,3200	0,218
10,3400	0,245
10,3600	0,280
10,3800	0,320
10,4000	0,368
10,4200	0,423
10,4400	0,485
10,4600	0,553
10,4800	0,628
10,5000	0,710
10,5200	0,796
10,5400	0,888
10,5600	0,985
10,5800	1,087
10,6000	1,192
10,6200	1,302
10,6400	1,415
10,6600	1,530
10,6800	1,649
