Winkelposition, Messreihe #19
Zeit ( s )	Winkelposition ( rad )
0,0000	0,445
0,0200	0,449
0,0400	0,459
0,0600	0,470
0,0800	0,484
0,1000	0,500
0,1200	0,520
0,1400	0,542
0,1600	0,567
0,1800	0,595
0,2000	0,625
0,2200	0,660
0,2400	0,694
0,2600	0,732
0,2800	0,773
0,3000	0,815
0,3200	0,861
0,3400	0,908
0,3600	0,957
0,3800	1,007
0,4000	1,060
0,4200	1,114
0,4400	1,170
0,4600	1,227
0,4800	1,285
0,5000	1,343
0,5200	1,404
0,5400	1,464
0,5600	1,524
0,5800	1,585
0,6000	1,646
0,6200	1,706
0,6400	1,766
0,6600	1,825
0,6800	1,882
0,7000	1,938
0,7200	1,995
0,7400	2,050
0,7600	2,102
0,7800	2,152
0,8000	2,202
0,8200	2,249
0,8400	2,295
0,8600	2,337
0,8800	2,378
0,9000	2,416
0,9200	2,450
0,9400	2,482
0,9600	2,510
0,9800	2,535
1,0000	2,557
1,0200	2,576
1,0400	2,590
1,0600	2,603
1,0800	2,609
1,1000	2,612
1,1200	2,614
1,1400	2,609
1,1600	2,603
1,1800	2,593
1,2000	2,581
1,2200	2,565
1,2400	2,546
1,2600	2,524
1,2800	2,499
1,3000	2,472
1,3200	2,444
1,3400	2,413
1,3600	2,378
1,3800	2,340
1,4000	2,301
1,4200	2,260
1,4400	2,216
1,4600	2,171
1,4800	2,124
1,5000	2,073
1,5200	2,022
1,5400	1,968
1,5600	1,915
1,5800	1,858
1,6000	1,802
1,6200	1,742
1,6400	1,684
1,6600	1,624
1,6800	1,563
1,7000	1,503
1,7200	1,442
1,7400	1,381
1,7600	1,321
1,7800	1,261
1,8000	1,202
1,8200	1,144
1,8400	1,087
1,8600	1,030
1,8800	0,977
1,9000	0,925
1,9200	0,873
1,9400	0,825
1,9600	0,779
1,9800	0,735
2,0000	0,694
2,0200	0,655
2,0400	0,619
2,0600	0,587
2,0800	0,558
2,1000	0,531
2,1200	0,509
2,1400	0,490
2,1600	0,474
2,1800	0,462
2,2000	0,454
2,2200	0,449
2,2400	0,449
2,2600	0,451
2,2800	0,456
2,3000	0,465
2,3200	0,476
2,3400	0,490
2,3600	0,507
2,3800	0,528
2,4000	0,550
2,4200	0,575
2,4400	0,603
2,4600	0,635
2,4800	0,668
2,5000	0,702
2,5200	0,741
2,5400	0,781
2,5600	0,823
2,5800	0,869
2,6000	0,914
2,6200	0,964
2,6400	1,015
2,6600	1,067
2,6800	1,120
2,7000	1,177
2,7200	1,233
2,7400	1,290
2,7600	1,348
2,7800	1,407
2,8000	1,467
2,8200	1,528
2,8400	1,588
2,8600	1,649
2,8800	1,707
2,9000	1,767
2,9200	1,825
2,9400	1,882
2,9600	1,938
2,9800	1,993
3,0000	2,045
3,0200	2,099
3,0400	2,147
3,0600	2,196
3,0800	2,243
3,1000	2,287
3,1200	2,329
3,1400	2,370
3,1600	2,406
3,1800	2,441
3,2000	2,472
3,2200	2,501
3,2400	2,526
3,2600	2,548
3,2800	2,565
3,3000	2,581
3,3200	2,592
3,3400	2,598
3,3600	2,601
3,3800	2,601
3,4000	2,598
