Winkelposition, Messreihe #17
Zeit ( s )	Winkelposition ( rad )
0,0000	0,251
0,0200	0,281
0,0400	0,316
0,0600	0,358
0,0800	0,405
0,1000	0,457
0,1200	0,515
0,1400	0,578
0,1600	0,646
0,1800	0,718
0,2000	0,795
0,2200	0,875
0,2400	0,960
0,2600	1,048
0,2800	1,139
0,3000	1,233
0,3200	1,330
0,3400	1,429
0,3600	1,528
0,3800	1,632
0,4000	1,734
0,4200	1,838
0,4400	1,942
0,4600	2,044
0,4800	2,147
0,5000	2,248
0,5200	2,348
0,5400	2,446
0,5600	2,542
0,5800	2,634
0,6000	2,724
0,6200	2,810
0,6400	2,892
0,6600	2,970
0,6800	3,043
0,7000	3,112
0,7200	3,173
0,7400	3,231
0,7600	3,281
0,7800	3,325
0,8000	3,363
0,8200	3,394
0,8400	3,418
0,8600	3,435
0,8800	3,446
0,9000	3,449
0,9200	3,445
0,9400	3,435
0,9600	3,418
0,9800	3,394
1,0000	3,365
1,0200	3,329
1,0400	3,286
1,0600	3,239
1,0800	3,186
1,1000	3,126
1,1200	3,061
1,1400	2,992
1,1600	2,917
1,1800	2,838
1,2000	2,755
1,2200	2,667
1,2400	2,576
1,2600	2,483
1,2800	2,386
1,3000	2,287
1,3200	2,187
1,3400	2,083
1,3600	1,981
1,3800	1,876
1,4000	1,770
1,4200	1,667
1,4400	1,561
1,4600	1,459
1,4800	1,357
1,5000	1,257
1,5200	1,159
1,5400	1,063
1,5600	0,972
1,5800	0,884
1,6000	0,800
1,6200	0,719
1,6400	0,642
1,6600	0,572
1,6800	0,506
1,7000	0,445
1,7200	0,390
1,7400	0,341
1,7600	0,300
1,7800	0,264
1,8000	0,234
1,8200	0,214
1,8400	0,198
1,8600	0,190
1,8800	0,188
1,9000	0,195
1,9200	0,206
1,9400	0,225
1,9600	0,248
1,9800	0,278
2,0000	0,314
2,0200	0,357
2,0400	0,404
2,0600	0,457
2,0800	0,517
2,1000	0,580
2,1200	0,649
2,1400	0,721
2,1600	0,800
2,1800	0,881
2,2000	0,966
2,2200	1,056
2,2400	1,148
2,2600	1,244
2,2800	1,340
2,3000	1,440
2,3200	1,543
2,3400	1,645
2,3600	1,748
2,3800	1,852
2,4000	1,957
2,4200	2,061
2,4400	2,163
2,4600	2,265
2,4800	2,364
2,5000	2,463
2,5200	2,559
2,5400	2,652
2,5600	2,741
2,5800	2,826
2,6000	2,908
2,6200	2,985
2,6400	3,057
2,6600	3,124
2,6800	3,186
2,7000	3,242
2,7200	3,291
2,7400	3,333
2,7600	3,369
2,7800	3,399
2,8000	3,423
2,8200	3,438
2,8400	3,446
2,8600	3,448
2,8800	3,443
2,9000	3,432
2,9200	3,416
2,9400	3,393
2,9600	3,365
2,9800	3,330
3,0000	3,289
3,0200	3,244
3,0400	3,192
3,0600	3,135
3,0800	3,072
3,1000	3,005
3,1200	2,934
3,1400	2,857
3,1600	2,776
3,1800	2,691
3,2000	2,601
3,2200	2,509
3,2400	2,414
3,2600	2,315
3,2800	2,216
3,3000	2,114
3,3200	2,012
3,3400	1,909
3,3600	1,803
3,3800	1,700
3,4000	1,594
3,4200	1,491
3,4400	1,389
3,4600	1,288
3,4800	1,189
3,5000	1,093
3,5200	1,001
3,5400	0,909
3,5600	0,823
3,5800	0,741
3,6000	0,664
3,6200	0,591
3,6400	0,523
3,6600	0,460
3,6800	0,404
3,7000	0,353
3,7200	0,309
3,7400	0,272
3,7600	0,240
3,7800	0,217
3,8000	0,199
3,8200	0,190
3,8400	0,188
3,8600	0,190
3,8800	0,201
3,9000	0,218
3,9200	0,240
3,9400	0,270
3,9600	0,305
3,9800	0,346
4,0000	0,391
4,0200	0,443
4,0400	0,501
4,0600	0,564
4,0800	0,630
4,1000	0,704
4,1200	0,779
4,1400	0,861
4,1600	0,944
4,1800	1,032
4,2000	1,125
4,2200	1,219
4,2400	1,315
4,2600	1,414
4,2800	1,514
4,3000	1,615
4,3200	1,718
4,3400	1,822
4,3600	1,926
4,3800	2,029
4,4000	2,132
4,4200	2,234
4,4400	2,333
4,4600	2,432
4,4800	2,527
4,5000	2,620
4,5200	2,710
4,5400	2,798
4,5600	2,879
4,5800	2,958
4,6000	3,033
4,6200	3,101
4,6400	3,164
4,6600	3,222
4,6800	3,274
4,7000	3,319
4,7200	3,357
4,7400	3,390
4,7600	3,415
4,7800	3,432
4,8000	3,445
4,8200	3,448
4,8400	3,446
4,8600	3,437
4,8800	3,420
4,9000	3,398
4,9200	3,368
4,9400	3,332
4,9600	3,291
4,9800	3,244
5,0000	3,190
5,0200	3,132
5,0400	3,068
5,0600	2,999
5,0800	2,925
5,1000	2,846
5,1200	2,763
5,1400	2,677
5,1600	2,586
5,1800	2,493
5,2000	2,397
5,2200	2,298
5,2400	2,198
5,2600	2,095
5,2800	1,993
5,3000	1,890
5,3200	1,784
5,3400	1,681
5,3600	1,577
5,3800	1,475
5,4000	1,373
