0.1008	0.290
0.2007	0.257
0.3007	0.230
0.4006	0.209
0.5006	0.196
0.6006	0.191
0.7006	0.196
0.8006	0.209
0.9007	0.231
1.0008	0.259
1.1008	0.291
1.2009	0.326
1.3011	0.364
1.4012	0.399
1.5012	0.428
1.6013	0.451
1.7014	0.466
1.8014	0.473
1.9014	0.471
2.0013	0.459
2.1013	0.440
2.2012	0.413
2.3011	0.383
2.4010	0.346
2.5009	0.308
2.6008	0.274
2.7007	0.243
2.8006	0.218
2.9006	0.201
3.0006	0.191
3.1006	0.191
3.2006	0.200
3.3006	0.218
3.4007	0.243
3.5008	0.273
3.6009	0.307
3.7010	0.345
3.8011	0.383
3.9012	0.413
4.0013	0.440
4.1013	0.460
4.2014	0.471
4.3014	0.474
4.4014	0.467
4.5013	0.452
4.6012	0.429
4.7012	0.400
4.8011	0.364
4.9009	0.326
5.0008	0.291
5.1007	0.258
5.2007	0.230
5.3006	0.208
5.4006	0.195
5.5006	0.190
5.6006	0.194
5.7006	0.207
5.8007	0.229
5.9007	0.257
6.0008	0.289
6.1009	0.325
6.2011	0.363
6.3012	0.399
6.4012	0.428
6.5013	0.451
6.6014	0.467
6.7014	0.474
6.8014	0.472
6.9013	0.460
7.0013	0.441
7.1012	0.414
7.2011	0.384
7.3010	0.346
7.4009	0.308
7.5008	0.274
7.6007	0.243
7.7006	0.218
7.8006	0.200
7.9006	0.191
8.0006	0.191
8.1006	0.200
8.2006	0.217
8.3007	0.242
8.4008	0.273
8.5009	0.307
8.6010	0.345
8.7011	0.383
8.8012	0.412
8.9013	0.440
9.0013	0.460
9.1014	0.471
9.2014	0.474
9.3014	0.467
9.4013	0.451
9.5012	0.428
9.6012	0.400
9.7011	0.364
9.8009	0.326
9.9008	0.291
10.0008	0.258
10.1007	0.230
10.2006	0.209
10.3006	0.195
10.4006	0.191
10.5006	0.195
10.6006	0.208
10.7007	0.230
10.8007	0.257
10.9008	0.290
11.0009	0.325
11.1011	0.363
11.2012	0.399
11.3012	0.427
11.4013	0.450
11.5014	0.465
11.6014	0.472
11.7014	0.470
11.8013	0.459
11.9013	0.440
12.0012	0.412
12.1011	0.383
12.2010	0.346
12.3009	0.308
12.4008	0.275
12.5007	0.244
12.6006	0.220
12.7006	0.202
12.8006	0.193
12.9006	0.193
13.0006	0.202
13.1006	0.219
13.2007	0.244
13.3008	0.274
13.4009	0.307
13.5010	0.345
13.6011	0.382
13.7012	0.411
13.8013	0.438
13.9013	0.457
14.0014	0.468
14.1014	0.471
14.2013	0.464
14.3013	0.449
14.4012	0.426
14.5012	0.399
14.6011	0.363
14.7009	0.326
14.8008	0.292
14.9008	0.260
15.0007	0.233
15.1006	0.212
15.2006	0.199
15.3006	0.194
15.4006	0.198
15.5006	0.211
15.6007	0.232
15.7008	0.259
15.8008	0.291
15.9009	0.325
16.0011	0.361
16.1012	0.396
16.2012	0.424
16.3013	0.446
16.4013	0.461
16.5014	0.468
16.6014	0.466
16.7013	0.455
16.8013	0.437
16.9012	0.411
17.0011	0.383
17.1010	0.346
17.2009	0.310
17.3008	0.277
17.4007	0.248
17.5007	0.224
17.6006	0.207
17.7006	0.198
17.8006	0.198
17.9006	0.206
18.0006	0.222
18.1007	0.245
18.2008	0.274
18.3009	0.307
18.4010	0.343
18.5011	0.378
18.6012	0.406
18.7013	0.433
18.8013	0.452
18.9013	0.463
19.0014	0.466
19.1013	0.460
19.2013	0.446
19.3012	0.424
19.4012	0.398
19.5011	0.364
19.6010	0.329
19.7009	0.295
19.8008	0.265
19.9007	0.238
20.0006	0.218
20.1006	0.204
20.2006	0.199
20.3006	0.203
20.4006	0.214
20.5007	0.234
20.6008	0.259
20.7008	0.289
20.8009	0.322
20.9010	0.357
21.0011	0.392
21.1012	0.418
21.2013	0.440
21.3013	0.455
21.4013	0.463
21.5013	0.461
21.6013	0.452
21.7013	0.435
21.8012	0.410
21.9011	0.384
22.0010	0.349
22.1009	0.314
22.2008	0.283
22.3007	0.254
22.4007	0.230
22.5006	0.213
22.6006	0.203
22.7006	0.202
22.8006	0.209
22.9007	0.224
23.0007	0.246
23.1008	0.273
23.2009	0.304
23.3010	0.337
23.4011	0.371
23.5012	0.402
23.6012	0.427
23.7013	0.446
23.8013	0.457
23.9013	0.461
24.0013	0.456
24.1013	0.444
24.2012	0.424
24.3012	0.399
24.4011	0.368
24.5010	0.334
24.6009	0.301
24.7008	0.271
24.8007	0.245
24.9007	0.224
25.0006	0.210
25.1006	0.204
25.2006	0.206
25.3006	0.216
25.4007	0.234
25.5007	0.257
25.6008	0.286
25.7009	0.317
25.8010	0.351
25.9011	0.385
26.0012	0.410
26.1013	0.434
26.2013	0.449
26.3013	0.458
26.4013	0.458
26.5013	0.450
26.6013	0.435
26.7012	0.413
26.8011	0.388
26.9010	0.354
27.0009	0.320
27.1008	0.289
27.2008	0.261
27.3007	0.237
27.4006	0.219
27.5006	0.208
27.6006	0.206
27.7006	0.211
27.8007	0.224
27.9007	0.244
28.0008	0.269
28.1009	0.298
28.2010	0.330
28.3011	0.363
28.4011	0.395
28.5012	0.420
28.6013	0.440
28.7013	0.453
28.8013	0.458
28.9013	0.455
29.0013	0.444
29.1012	0.427
29.2012	0.403
29.3011	0.374
29.4010	0.341
29.5009	0.308
29.6008	0.278
29.7007	0.252
29.8007	0.230
29.9006	0.215
30.0006	0.207
30.1006	0.207
30.2006	0.216
30.3007	0.231
30.4007	0.253
30.5008	0.280
30.6009	0.310
30.7010	0.344
30.8011	0.376
30.9012	0.405
31.0012	0.428
31.1013	0.445
