0,1005	0,168
0,2004	0,152
0,3004	0,149
0,4005	0,158
0,5005	0,180
0,6006	0,212
0,7007	0,253
0,8009	0,300
0,9010	0,351
1,0012	0,401
1,1013	0,448
1,2014	0,488
1,3015	0,523
1,4016	0,557
1,5060	2,070
1,6016	0,545
1,7015	0,516
1,8014	0,480
1,9013	0,440
2,0011	0,394
2,1010	0,342
2,2009	0,293
2,3007	0,247
2,4006	0,208
2,5005	0,178
2,6005	0,158
2,7004	0,152
2,8005	0,157
2,9005	0,175
3,0006	0,204
3,1007	0,240
3,2008	0,284
3,3010	0,333
3,4011	0,384
3,5013	0,432
3,6014	0,472
3,7015	0,510
3,8016	0,537
3,9022	0,761
4,0016	0,553
4,1015	0,522
4,2014	0,492
4,3013	0,453
4,4012	0,408
4,5010	0,360
4,6009	0,309
4,7008	0,263
4,8007	0,224
4,9006	0,191
5,0005	0,167
5,1005	0,156
5,2005	0,155
5,3005	0,168
5,4006	0,193
5,5007	0,228
5,6008	0,270
5,7009	0,316
5,8011	0,367
5,9012	0,414
6,0013	0,458
6,1014	0,494
6,2015	0,523
6,3016	0,548
6,4016	0,549
6,5015	0,528
6,6015	0,499
6,7013	0,464
6,8012	0,423
6,9011	0,376
7,0009	0,326
7,1008	0,280
7,2007	0,237
7,3006	0,202
7,4005	0,176
7,5005	0,160
7,6005	0,157
7,7005	0,166
7,8005	0,187
7,9006	0,218
8,0007	0,257
8,1009	0,302
8,2010	0,350
8,3012	0,398
8,4013	0,442
8,5014	0,481
8,6015	0,511
8,7016	0,534
8,8016	0,542
8,9015	0,528
9,0015	0,506
9,1014	0,472
9,2013	0,435
9,3011	0,391
9,4010	0,342
9,5009	0,296
9,6007	0,253
9,7006	0,216
9,8005	0,188
9,9005	0,170
10,0005	0,163
10,1005	0,168
10,2005	0,185
10,3006	0,212
10,4007	0,247
10,5008	0,288
10,6010	0,334
10,7011	0,381
10,8012	0,425
10,9013	0,463
11,0014	0,495
11,1015	0,517
