0.1006	1.195
0.2006	1.195
0.3006	1.194
0.4006	1.195
0.5006	1.194
0.6006	1.195
0.7006	1.195
0.8006	1.195
0.9006	1.195
1.0006	1.195
1.1006	1.195
1.2006	1.195
1.3006	1.195
1.4006	1.195
1.5006	1.195
1.6006	1.200
1.7006	1.218
1.8007	1.245
1.9008	1.282
2.0009	1.323
2.1011	1.370
2.2012	1.413
2.3013	1.457
2.4014	1.491
2.5015	1.520
2.6016	1.539
2.7016	1.547
2.8016	1.537
2.9015	1.516
3.0014	1.485
3.1013	1.450
3.2012	1.406
3.3011	1.362
3.4009	1.317
3.5008	1.277
3.6007	1.243
3.7006	1.218
3.8006	1.203
3.9006	1.199
4.0006	1.207
4.1007	1.225
4.2007	1.253
4.3008	1.288
4.4010	1.329
4.5011	1.374
4.6012	1.416
4.7013	1.457
4.8014	1.489
4.9015	1.519
5.0016	1.536
5.1016	1.540
5.2015	1.529
5.3015	1.508
5.4014	1.477
5.5013	1.443
5.6012	1.401
5.7010	1.357
5.8009	1.316
5.9008	1.279
6.0007	1.248
6.1007	1.226
6.2006	1.213
6.3006	1.210
6.4006	1.218
6.5007	1.236
6.6008	1.262
6.7009	1.296
6.8010	1.334
6.9011	1.377
7.0012	1.416
7.1013	1.454
7.2014	1.483
7.3015	1.507
7.4015	1.521
7.5015	1.523
7.6015	1.513
7.7014	1.492
7.8014	1.466
7.9013	1.432
8.0012	1.396
8.1010	1.356
8.2009	1.318
8.3008	1.285
8.4007	1.257
8.5007	1.237
8.6007	1.226
8.7007	1.224
8.8007	1.233
8.9007	1.250
9.0008	1.275
9.1009	1.305
9.2010	1.340
9.3011	1.378
9.4012	1.412
9.5013	1.446
9.6014	1.471
9.7014	1.490
9.8015	1.502
9.9015	1.503
10.0014	1.493
10.1014	1.476
10.2013	1.453
10.3012	1.422
10.4011	1.390
10.5010	1.354
10.6009	1.322
10.7009	1.294
10.8008	1.270
10.9007	1.254
11.0007	1.245
11.1007	1.244
11.2007	1.252
11.3008	1.267
11.4008	1.288
11.5009	1.315
11.6010	1.345
11.7011	1.377
11.8012	1.407
11.9013	1.435
12.0013	1.456
12.1014	1.471
12.2014	1.479
12.3014	1.479
12.4014	1.472
12.5013	1.458
12.6013	1.438
12.7012	1.412
12.8011	1.386
12.9010	1.358
13.0010	1.330
13.1009	1.307
13.2008	1.288
13.3008	1.275
13.4008	1.268
13.5008	1.268
13.6008	1.274
13.7008	1.287
13.8009	1.304
13.9009	1.325
14.0010	1.349
14.1011	1.375
14.2012	1.398
14.3012	1.418
14.4013	1.437
14.5013	1.448
14.6013	1.454
14.7013	1.455
14.8013	1.449
14.9013	1.438
15.0012	1.421
15.1012	1.403
15.2011	1.383
15.3010	1.360
15.4010	1.340
15.5009	1.323
15.6009	1.309
15.7009	1.299
15.8009	1.294
15.9009	1.294
16.0009	1.298
16.1009	1.307
16.2009	1.319
16.3010	1.334
16.4010	1.351
16.5011	1.370
16.6011	1.386
16.7012	1.401
16.8012	1.412
16.9012	1.420
17.0012	1.425
17.1012	1.426
17.2012	1.422
17.3012	1.415
17.4012	1.406
17.5011	1.395
17.6011	1.381
17.7011	1.368
17.8010	1.353
17.9010	1.342
18.0010	1.332
18.1009	1.326
18.2009	1.322
18.3009	1.321
18.4009	1.322
18.5010	1.327
18.6010	1.334
18.7010	1.342
18.8010	1.351
18.9011	1.362
19.0011	1.371
19.1011	1.380
19.2011	1.387
19.3011	1.393
19.4012	1.396
19.5012	1.398
19.6012	1.398
19.7011	1.395
19.8011	1.392
19.9011	1.387
20.0011	1.382
20.1011	1.376
20.2011	1.370
20.3011	1.365
20.4010	1.360
20.5010	1.355
20.6010	1.351
20.7010	1.349
20.8010	1.347
20.9010	1.347
21.0010	1.347
21.1010	1.348
21.2010	1.349
21.3010	1.351
21.4010	1.354
21.5010	1.357
21.6010	1.359
21.7011	1.363
21.8011	1.366
21.9011	1.369
22.0011	1.373
22.1011	1.376
